CpuMaxMemory,EpLenMean,EpRewMean,GpuMaxMemory,IPS_total,Iter,Misc/FrameRewMean,Misc/InteractCount,Misc/TimeElapsed,Opt/approxkl,Opt/clipfrac,Opt/entropy,Opt/loss_pi,Opt/loss_vf,Opt/negent,Opt/pg,Opt/pi_kl,VFStats/AdvMean,VFStats/AdvStd,VFStats/EV,VFStats/VpredMean,VFStats/VpredStd,VFStats/VtargMean,VFStats/VtargStd,del_time,wait_optimization,scaled/pol_distance,scaled/vf_aux,scaled/vf_true,unscaled/pol_distance,unscaled/vf_aux,unscaled/vf_true
2878772000.0,240.5,1.5,6178611712.0,2815.7164201236587,0.0,0.011777456849813461,16384.0,5.818767786026001,0.005086952354758978,0.0400390625,2.70487117767334,-0.02863832749426365,0.142229363322258,-0.027048712596297264,-0.001589607447385788,0.0,0.22586338222026825,0.4729982912540436,0.0015999362783328808,0.15350466966629028,0.007470537442713976,0.37936803698539734,0.47337716817855835,5.818767786026001,3.841766834259033,,,,,,
3079756000.0,352.6271186440678,1.98305082321167,6381200384.0,2788.6318534385873,1.0,0.0110623799264431,32768.0,11.694050312042236,0.0003852290101349354,0.0,2.705781936645508,-0.026992687955498695,0.10242430865764618,-0.027057819068431854,6.51329755783081e-05,0.0,0.17716793715953827,0.43629956245422363,0.0019385583782129956,0.3216734230518341,0.00693689938634634,0.49884140491485596,0.43672308325767517,5.875282526016235,3.8428587913513184,,,,,,
3279476000.0,362.5,2.4000000953674316,6381200384.0,2809.613150528828,2.0,0.012351615354418755,49152.0,17.525458097457886,0.0014776485040783882,0.02490234375,2.700512409210205,-0.027222372591495514,0.10097456723451614,-0.02700512669980526,-0.00021724775433540344,0.0,0.19194161891937256,0.4436170160770416,0.0038034423735056055,0.4418228566646576,0.0071277739480137825,0.6337645053863525,0.4444630742073059,5.831407785415649,3.851834774017334,,,,,,
3478780000.0,365.06,3.009999990463257,6381200384.0,2766.48601853133,3.0,0.01346902921795845,65536.0,23.44777250289917,0.0008792928420007229,0.0,2.706223249435425,-0.026458274573087692,0.11852362751960754,-0.02706223353743553,0.0006039589643478394,0.0,0.19551146030426025,0.46506744623184204,0.0048634197019149505,0.7897579669952393,0.012402521446347237,0.9852694272994995,0.4662025570869446,5.922314405441284,3.8735320568084717,,,,,,
3677308000.0,366.61,3.390000104904175,6381200384.0,2749.1458054904524,4.0,0.010557792149484158,81920.0,29.40744185447693,2.7867623430211097e-05,0.0,2.707312822341919,-0.027035795152187347,0.09130393713712692,-0.027073131874203682,3.733532503247261e-05,0.0,0.12351211905479431,0.41846656799316406,0.001056692216819699,0.8790010809898376,0.015007289126515388,1.0025131702423096,0.4186878502368927,5.959669351577759,3.88278865814209,,,,,,
3875564000.0,358.75,3.0299999713897705,6381200384.0,2798.992205895956,5.0,0.011746331118047237,98304.0,35.260977268218994,9.55950963543728e-05,0.0,2.706787109375,-0.027169421315193176,0.10122847557067871,-0.027067871764302254,-0.00010155141353607178,0.0,0.14732320606708527,0.44140270352363586,0.003008131596401231,0.9994639158248901,0.014265862293541431,1.146787166595459,0.44206809997558594,5.853535413742065,3.9067461490631104,,,,,,
4074136000.0,364.68,3.069999933242798,6381200384.0,2782.5726349713896,6.0,0.011801579035818577,114688.0,41.1490535736084,0.000421021890360862,0.0,2.704209566116333,-0.027404695749282837,0.10567643493413925,-0.027042094618082047,-0.0003626001998782158,0.0,0.13583040237426758,0.4484560191631317,0.006698475518485125,1.1143795251846313,0.017254728823900223,1.2502098083496094,0.4499654173851013,5.888076305389404,3.9081053733825684,,,,,,
4273256000.0,359.32,3.0899999141693115,6381200384.0,2756.4718310260273,7.0,0.01369493082165718,131072.0,47.092883586883545,0.0011696205474436283,0.00994873046875,2.693521022796631,-0.026432322338223457,0.121245376765728,-0.026935208588838577,0.0005028867162764072,0.0,0.17738144099712372,0.47611263394355774,0.008700665956112186,1.1017646789550781,0.017839601263403893,1.2791461944580078,0.4781973958015442,5.9438300132751465,3.918299913406372,,,,,,
4470524000.0,352.27,3.369999885559082,6381200384.0,2760.4022399436863,8.0,0.012989172711968422,147456.0,53.02825045585632,0.0002596705744508654,0.0,2.703016519546509,-0.026658538728952408,0.12343858182430267,-0.027030162513256073,0.0003716214559972286,0.0,0.15038783848285675,0.48593664169311523,0.00872645080141865,1.1211552619934082,0.017064951360225677,1.271543025970459,0.48807084560394287,5.935366868972778,3.9264326095581055,,,,,,
4668632000.0,349.49,3.319999933242798,6381200384.0,2758.5888320137474,9.0,0.012464772909879684,163840.0,58.9675190448761,0.0001417327584931627,0.0,2.7027082443237305,-0.02713438682258129,0.11913660913705826,-0.027027081698179245,-0.00010730326175689697,0.0,0.133259117603302,0.4832978844642639,0.012147086778594218,1.297776222229004,0.020919980481266975,1.4310352802276611,0.48626014590263367,5.939268589019775,3.93391489982605,,,,,,
