CpuMaxMemory,EpLenMean,EpRewMean,GpuMaxMemory,IPS_total,Iter,Misc/FrameRewMean,Misc/InteractCount,Misc/TimeElapsed,Opt/approxkl,Opt/clipfrac,Opt/entropy,Opt/loss_pi,Opt/loss_vf,Opt/negent,Opt/pg,Opt/pi_kl,VFStats/AdvMean,VFStats/AdvStd,VFStats/EV,VFStats/VpredMean,VFStats/VpredStd,VFStats/VtargMean,VFStats/VtargStd,del_time,wait_optimization,scaled/pol_distance,scaled/vf_aux,scaled/vf_true,unscaled/pol_distance,unscaled/vf_aux,unscaled/vf_true
2898028000.0,92.41666666666667,0.9444444179534912,6178611712.0,2644.899173266424,0.0,0.002559908200055361,16384.0,6.194565057754517,0.004717931151390076,0.0633544921875,2.7033400535583496,-0.027193952351808548,0.11717662960290909,-0.027033399790525436,-0.00016055535525083542,0.0,0.04002181440591812,0.462292343378067,-0.004933678210508052,0.03965691477060318,0.017221389338374138,0.0796787291765213,0.4611561596393585,6.194565057754517,3.8876237869262695,,,,,,
3096100000.0,186.609375,1.296875,6381200384.0,2669.164718935825,1.0,0.005800708197057247,32768.0,12.332814931869507,0.001568809268064797,0.001220703125,2.697938919067383,-0.02651744894683361,0.2037692368030548,-0.026979392394423485,0.0004619462415575981,0.0,0.09958365559577942,0.6314523220062256,0.004733249765545455,0.03819934278726578,0.016285931691527367,0.1377830058336258,0.6329520344734192,6.13824987411499,3.899925947189331,,,,,,
3293608000.0,232.125,1.1022727489471436,6381200384.0,2680.4907791312216,2.0,0.0019820767920464277,49152.0,18.445128440856934,0.005096633452922106,0.08612060546875,2.6928000450134277,-0.026942946016788483,0.06450071185827255,-0.026928000152111053,-1.49458646774292e-05,0.0,0.026774145662784576,0.35941240191459656,3.637684302693067e-05,0.15685197710990906,0.033352892845869064,0.18362613022327423,0.35941892862319946,6.112313508987427,3.92069935798645,,,,,,
3491584000.0,428.86,1.159999966621399,6381200384.0,2674.3785013823826,3.0,0.004084517247974873,65536.0,24.571411609649658,0.0017213186947628856,0.0009765625,2.6938326358795166,-0.027295125648379326,0.1580970287322998,-0.02693832479417324,-0.000356798991560936,0.0,0.0607389360666275,0.5582526326179504,0.019655937813853552,0.22056517004966736,0.04557938128709793,0.28130409121513367,0.5638213753700256,6.126283168792725,3.9265098571777344,,,,,,
3689028000.0,467.92,1.2699999809265137,6381200384.0,2673.5763918605785,4.0,0.005528467707335949,81920.0,30.699532747268677,0.007027151063084602,0.11236572265625,2.6686174869537354,-0.02577197179198265,0.22256526350975037,-0.0266861729323864,0.0009142011404037476,0.0,0.08474929630756378,0.6577221155166626,0.006015709891884047,0.2867271900177002,0.0647735744714737,0.3714764714241028,0.6597094535827637,6.1281211376190186,3.944641590118408,,,,,,
3886840000.0,331.65,1.5700000524520874,6381200384.0,2662.196351027673,5.0,0.006620078347623348,98304.0,36.85384964942932,0.0022463181521743536,0.00262451171875,2.7023370265960693,-0.025663962587714195,0.24879437685012817,-0.027023371309041977,0.001359410583972931,0.0,0.09509284794330597,0.7021033763885498,0.006034331136957838,0.315695583820343,0.08488468825817108,0.41078847646713257,0.7042313814163208,6.1543169021606445,3.9468417167663574,,,,,,
4084880000.0,362.02,1.6799999475479126,6381200384.0,2659.9066926115343,6.0,0.006221623159945011,114688.0,43.0134642124176,0.00013971389853395522,0.0,2.703397750854492,-0.0268971249461174,0.2276248037815094,-0.027033980935811996,0.00013685505837202072,0.0,0.09187823534011841,0.6666174530982971,0.02573158436888834,0.4287899434566498,0.11645528674125671,0.5206681489944458,0.6753631234169006,6.159614562988281,3.9630911350250244,,,,,,
4284060000.0,394.79,1.7599999904632568,6381200384.0,2626.598731930243,7.0,0.0035765646025538445,131072.0,49.25118899345398,0.00025231263134628534,0.0,2.702609062194824,-0.026948105543851852,0.13900314271450043,-0.027026087045669556,7.798336446285248e-05,0.0,0.039317645132541656,0.5237920880317688,0.07794730721112564,0.5677757263183594,0.17417126893997192,0.607093334197998,0.5454828143119812,6.237724781036377,3.976613759994507,,,,,,
4481532000.0,447.85,1.899999976158142,6381200384.0,2658.373425007167,8.0,0.003556503215804696,147456.0,55.41435623168945,0.0002668109955266118,0.0,2.7010269165039062,-0.027141306549310684,0.12133105844259262,-0.027010269463062286,-0.0001310408115386963,0.0,0.03574978932738304,0.48897790908813477,0.09380574161769284,0.5068761110305786,0.150685116648674,0.542625904083252,0.5136633515357971,6.163167238235474,3.9734861850738525,,,,,,
4679928000.0,507.04,1.690000057220459,6381200384.0,2697.9335970355796,9.0,0.005913376342505217,163840.0,61.487152099609375,0.0016863779164850712,0.0054931640625,2.6861038208007812,-0.026696210727095604,0.21662980318069458,-0.0268610380589962,0.00016482733190059662,0.0,0.06165703758597374,0.6516164541244507,0.10527067545704138,0.6453014016151428,0.22090421617031097,0.7069584131240845,0.6888841986656189,6.072795867919922,3.9850776195526123,,,,,,
